0.784,0.031317,0.998837,0.998816,0.999108,0.999095,0.999036,0.998715,0.9986,0.999236,0.998796,0.998426,0.997637,0.99516,0.981728,0.936702,0.791422,0.505747,0.20916,0.0619858,0.0163411,0.00396238,0.0011286,0.000294044,0.000365987,0.000287349,0.000251021,0.000251177,0.000251293,0.000251368,0.000251402,0.000251396,0.00025135
0.8,0.0304909,0.998855,0.998832,0.999132,0.999125,0.999055,0.998727,0.99862,0.999258,0.998814,0.998441,0.997654,0.995177,0.981741,0.936714,0.791429,0.50575,0.209168,0.0619936,0.0163479,0.00396813,0.00113441,0.00029996,0.000371851,0.000293236,0.000256909,0.000257058,0.000257164,0.000257228,0.00025725,0.00025723,0.000257168
0.816,0.0298145,0.998872,0.998847,0.999157,0.999155,0.999075,0.99874,0.998642,0.999278,0.998834,0.998457,0.997672,0.995196,0.981756,0.936727,0.791436,0.505753,0.209176,0.0620012,0.0163544,0.00397352,0.00113988,0.000305503,0.00037735,0.000298761,0.000262424,0.000262563,0.000262658,0.000262709,0.000262716,0.00026268,0.000262599
0.832,0.0292822,0.998889,0.998863,0.999183,0.999185,0.999095,0.998754,0.998665,0.999298,0.998854,0.998473,0.99769,0.995216,0.981772,0.93674,0.791445,0.505757,0.209184,0.0620085,0.0163605,0.00397855,0.001145,0.000310675,0.000382482,0.000303923,0.000267564,0.00026769,0.000267771,0.000267807,0.000267797,0.000267742,0.000267642
0.848,0.0288854,0.998905,0.998879,0.999208,0.999214,0.999115,0.998767,0.998689,0.999316,0.998875,0.99849,0.997709,0.995238,0.981788,0.936755,0.791454,0.505762,0.209191,0.0620155,0.0163664,0.00398323,0.0011498,0.000315478,0.000387251,0.000308725,0.000272333,0.000272443,0.000272507,0.000272524,0.000272494,0.000272418,0.000272296
0.864,0.0286127,0.998921,0.998894,0.999233,0.999242,0.999134,0.998781,0.998713,0.999334,0.998896,0.998506,0.997728,0.995262,0.981804,0.936769,0.791464,0.505767,0.209199,0.0620222,0.0163718,0.00398758,0.00115427,0.00031992,0.000391666,0.000313174,0.000276737,0.000276827,0.00027687,0.000276866,0.000276813,0.000276713,0.000276566
0.88,0.0284506,0.998935,0.998908,0.999256,0.99927,0.999153,0.998795,0.998737,0.999349,0.998917,0.998523,0.997747,0.995286,0.98182,0.936784,0.791474,0.505773,0.209207,0.0620285,0.016377,0.0039916,0.00115842,0.000324015,0.000395737,0.000317281,0.000280787,0.000280854,0.000280872,0.000280842,0.000280763,0.000280636,0.000280461
0.896,0.0283844,0.998947,0.998922,0.999279,0.999296,0.999171,0.998808,0.998761,0.999363,0.998938,0.998539,0.997766,0.995311,0.981835,0.936798,0.791484,0.50578,0.209215,0.0620344,0.0163819,0.00399533,0.00116228,0.000327777,0.000399481,0.000321058,0.000284497,0.000284535,0.000284525,0.000284465,0.000284356,0.000284198,0.000283992
0.912,0.0283983,0.998959,0.998934,0.9993,0.99932,0.999187,0.998821,0.998785,0.999375,0.998958,0.998554,0.997785,0.995336,0.98185,0.936812,0.791495,0.505787,0.209222,0.0620401,0.0163864,0.00399877,0.00116586,0.000331225,0.000402914,0.000324524,0.000287885,0.00028789,0.000287845,0.000287751,0.000287608,0.000287415,0.000287174
0.928,0.0284768,0.998968,0.998945,0.999319,0.999342,0.999203,0.998833,0.998808,0.999384,0.998977,0.998568,0.997803,0.99536,0.981864,0.936825,0.791506,0.505794,0.209229,0.0620453,0.0163906,0.00400196,0.00116918,0.000334381,0.000406058,0.000327698,0.000290971,0.000290936,0.000290852,0.000290719,0.000290536,0.000290305,0.000290025
0.944,0.0286046,0.998975,0.998955,0.999336,0.999362,0.999216,0.998844,0.99883,0.999392,0.998996,0.998581,0.99782,0.995384,0.981877,0.936837,0.791517,0.505802,0.209236,0.0620502,0.0163946,0.00400492,0.00117226,0.000337268,0.000408935,0.000330602,0.000293775,0.000293695,0.000293566,0.000293388,0.000293162,0.000292886,0.000292563
0.96,0.0287676,0.998981,0.998963,0.999352,0.99938,0.999228,0.998855,0.998851,0.999398,0.999014,0.998593,0.997836,0.995407,0.981889,0.936849,0.791527,0.50581,0.209243,0.0620548,0.0163983,0.00400768,0.00117514,0.00033991,0.00041157,0.000333257,0.000296323,0.000296191,0.000296011,0.000295782,0.000295506,0.000295182,0.00029481
0.976,0.0289531,0.998985,0.998969,0.999365,0.999396,0.999238,0.998864,0.998871,0.999401,0.99903,0.998604,0.997851,0.995429,0.981899,0.936859,0.791538,0.505818,0.20925,0.0620591,0.0164019,0.00401026,0.00117782,0.000342334,0.000413987,0.000335689,0.000298637,0.000298447,0.000298209,0.000297924,0.000297592,0.000297213,0.000296787
0.992,0.0291501,0.998986,0.998975,0.999376,0.999409,0.999246,0.998873,0.998889,0.999403,0.999046,0.998613,0.997865,0.99545,0.981908,0.936868,0.791547,0.505826,0.209256,0.062063,0.0164052,0.0040127,0.00118035,0.000344567,0.000416212,0.000337922,0.000300744,0.000300488,0.000300186,0.000299837,0.000299443,0.000299003,0.000298518
1.008,0.0293498,0.998986,0.998978,0.999384,0.99942,0.999252,0.99888,0.998906,0.999403,0.99906,0.998621,0.997878,0.995469,0.981916,0.936876,0.791557,0.505835,0.209262,0.0620668,0.0164084,0.00401501,0.00118274,0.000346634,0.000418271,0.00033998,0.000302668,0.000302339,0.000301965,0.000301547,0.000301084,0.000300577,0.000300027
1.024,0.029545,0.998984,0.99898,0.999391,0.999428,0.999256,0.998887,0.998922,0.999402,0.999073,0.998627,0.997889,0.995487,0.981923,0.936883,0.791565,0.505843,0.209268,0.0620703,0.0164114,0.00401722,0.00118502,0.000348562,0.000420189,0.00034189,0.000304434,0.000304024,0.000303571,0.000303076,0.000302537,0.000301957,0.000301335
